title,date,url,quote,status
"Na reta final, candidatos em São Paulo derrapam ao falar de pandemia, habitação e creches","9 de novembro de 2020, 12h08",https://www.aosfatos.org/noticias/na-reta-final-candidatos-em-sao-paulo-derrapam-ao-falar-de-pandemia-habitacao-e-creches/,"Quando começou essa gestão, o governador João Doria tinha proposto fazer 72 km de corredores de ônibus. O atual prefeito mudou isso para 9 km, (...) e não fez nem um metro. - ",EXAGERADO
As checagens do debate da TV Globo com os candidatos à Presidência da República,"4 de outubro de 2018, 21h10",https://www.aosfatos.org/noticias/checagens-do-debate-da-tv-globo-com-os-candidatos-presidencia-da-republica/,"Em São Paulo, fizemos superávit de R$ 5,3 bilhões. — Geraldo Alckmin (PSDB)",VERDADEIRO
As checagens do debate da TV Globo com os candidatos à Presidência da República,"4 de outubro de 2018, 21h10",https://www.aosfatos.org/noticias/checagens-do-debate-da-tv-globo-com-os-candidatos-presidencia-da-republica/,"No nosso período, a dívida caiu pela metade. — Fernando Haddad (PT)",FALSO
As checagens do debate da TV Globo com os candidatos à Presidência da República,"4 de outubro de 2018, 21h10",https://www.aosfatos.org/noticias/checagens-do-debate-da-tv-globo-com-os-candidatos-presidencia-da-republica/,Não recebo aposentadoria de ex-governador... — Alvaro Dias (Podemos),IMPRECISO
As checagens do debate da TV Globo com os candidatos à Presidência da República,"4 de outubro de 2018, 21h10",https://www.aosfatos.org/noticias/checagens-do-debate-da-tv-globo-com-os-candidatos-presidencia-da-republica/,"… não recebo auxílio moradia, não recebo verba indenizatória. — Alvaro Dias (Podemos)",VERDADEIRO
Marina Silva erra dados sobre aumento da pobreza e participação do agronegócio no PIB,"1 de agosto de 2018, 21h50",https://www.aosfatos.org/noticias/marina-silva-erra-dados-sobre-aumento-da-pobreza-e-participacao-do-agronegocio-no-pib/,A gente era o país que tirou 40 milhões da pobreza. Agora já devolvemos todos para a pobreza.,FALSO
Marina Silva erra dados sobre aumento da pobreza e participação do agronegócio no PIB,"1 de agosto de 2018, 21h50",https://www.aosfatos.org/noticias/marina-silva-erra-dados-sobre-aumento-da-pobreza-e-participacao-do-agronegocio-no-pib/,[O agronegócio] foi responsável por 10% do 1% do crescimento que nós tivemos no ano passado.,FALSO
Marina Silva erra dados sobre aumento da pobreza e participação do agronegócio no PIB,"1 de agosto de 2018, 21h50",https://www.aosfatos.org/noticias/marina-silva-erra-dados-sobre-aumento-da-pobreza-e-participacao-do-agronegocio-no-pib/,"Um jovem chega ao nono ano, termina o ensino básico, não sabe ler ou interpretar um texto. Só 30% sabem. Só 14% sabem fazer operações simples de matemática.",VERDADEIRO
Marina Silva erra dados sobre aumento da pobreza e participação do agronegócio no PIB,"1 de agosto de 2018, 21h50",https://www.aosfatos.org/noticias/marina-silva-erra-dados-sobre-aumento-da-pobreza-e-participacao-do-agronegocio-no-pib/,[O Brasil tem] uma população carcerária de mais de 700 mil pessoas.,VERDADEIRO
El número de muertes por Covid-19 en Amazonas no fue menor después de la visita de Teich,"25 de maio de 2020, 19h59",https://www.aosfatos.org/noticias/el-numero-de-muertes-por-covid-19-en-amazonas-no-fue-menor-despues-de-la-visita-de-teich/,Bastó que Bolsonaro mandara al ministro de salud a Manaos a visitar los hospitales para que en dos días se redujera el 1000% de muertes en el estado. ¿Por qué será?,"
"
Es falso que se enterraron cajones con piedras y madera en Belo Horizonte,"25 de maio de 2020, 20h07",https://www.aosfatos.org/noticias/es-falso-que-se-enterraron-cajones-con-piedras-y-madera-en-belo-horizonte/,"Entierro por COVID-19, piedras en Minas está batiendo récord","
"
Es falso que el número de muertes por Covid-19 disminuyó en Manaos luego de la visita del ministro de Salud,"27 de maio de 2020, 10h48",https://www.aosfatos.org/noticias/es-falso-que-el-numero-de-muertes-por-covid-19-disminuyo-en-manaos-luego-de-la-visita-del-ministro-de-salud/,Urgente,"
"
